iter	Logloss
142	0.00535949982
143	0.005350157833
144	0.005308402213
145	0.005272694
146	0.005258039368
147	0.005198711984
148	0.005195609744
149	0.005155250025
150	0.005135751201
151	0.005079394653
152	0.005040905777
153	0.005031191666
154	0.005026952619
155	0.004993657119
156	0.004967660304
157	0.00493286656
158	0.004902989588
159	0.004873750932
160	0.004861757577
161	0.004842361301
162	0.004813242214
163	0.004796711276
164	0.004793537568
165	0.004788107851
166	0.004781092671
167	0.00475768179
168	0.00474750815
169	0.004733544237
170	0.004693135576
171	0.004675345813
172	0.004656025883
173	0.004635798281
174	0.004613219797
175	0.004595111365
176	0.004568599118
177	0.004546673473
178	0.004537811846
179	0.004532062125
180	0.004510412342
181	0.004498397413
182	0.004487720211
183	0.004483270966
184	0.004473709326
185	0.004461597852
186	0.004450710474
187	0.004441199539
188	0.004420867133
189	0.004409291217
190	0.004406708947
191	0.004395122235
192	0.004385123926
193	0.004363788408
194	0.004359825501
195	0.004338736937
196	0.004303452817
197	0.004296135294
198	0.004285984134
199	0.004264130553
200	0.004241782928
201	0.004218231946
202	0.00421155563
203	0.004196985313
204	0.004187774746
205	0.004177806886
206	0.004158723934
207	0.004151123408
208	0.004144455025
209	0.004137304921
210	0.004126701101
211	0.004118096383
212	0.004107810705
213	0.004085840061
214	0.004060202022
215	0.004052838013
216	0.004037214888
217	0.004027702669
218	0.004025100586
219	0.004003765827
220	0.003992844363
221	0.003989610421
222	0.003985287491
223	0.003969525088
224	0.003956722969
225	0.00394263803
226	0.003928110138
227	0.003913403087
228	0.003907649505
229	0.003902443496
230	0.003897902452
231	0.003885179734
232	0.003874573564
233	0.003860182154
234	0.003836829101
235	0.003828701753
236	0.003800542872
237	0.003798395173
238	0.003789440021
239	0.003769340278
240	0.003768233865
241	0.003740002113
242	0.003710987516
243	0.003693969333
244	0.003687072168
245	0.003670035503
246	0.003653757592
247	0.003641307356
248	0.00363294835
249	0.003625525956
250	0.003618724511
251	0.003607154661
252	0.003593133093
253	0.00358568922
254	0.003576829456
255	0.003573391219
256	0.00356865721
257	0.00355448893
258	0.003545726635
259	0.003538003279
260	0.003528609383
261	0.003517781576
262	0.003511417266
263	0.003500237563
264	0.003483976824
265	0.003462917601
266	0.003458744465
267	0.003442267373
268	0.003436868354
269	0.003427741503
270	0.003422454537
271	0.003415757511
272	0.003409311111
273	0.003392235515
274	0.003387951606
275	0.003369754728
276	0.003368502731
277	0.003351786313
278	0.003341656038
279	0.003333257319
280	0.003323662491
281	0.003320185575
282	0.003314053958
283	0.003304072531
284	0.003298432126
285	0.003293318459
286	0.0032783912
287	0.003273173116
288	0.003270226199
289	0.003262266847
290	0.003236665284
291	0.00321306444
292	0.003200163969
293	0.003188443595
294	0.003183321764
295	0.003177375815
296	0.003176359223
297	0.003176080589
298	0.003162225353
299	0.003146187157
300	0.003140656182
301	0.003140378214
302	0.00313768531
303	0.00313149316
304	0.003128164464
305	0.003115446542
306	0.003112352156
307	0.003109931821
308	0.00310934533
309	0.003094291742
310	0.003090388477
311	0.003073124435
312	0.003063121951
313	0.003057704858
314	0.003054208388
315	0.003040626418
316	0.003036485576
317	0.003021573744
318	0.003020941921
319	0.003018725064
320	0.003018532802
321	0.003011772586
322	0.002999031012
323	0.00299492361
324	0.002992842075
325	0.002990323992
326	0.002978224864
327	0.002976842896
328	0.002968704694
329	0.002966734236
330	0.002961848868
331	0.002959233482
332	0.002947421299
333	0.002942426843
334	0.002936076448
335	0.002935154239
336	0.002932683875
337	0.002930346955
338	0.002923734589
339	0.002912703313
340	0.002903055106
341	0.00290050896
342	0.002897820197
343	0.002887384209
344	0.002884834495
345	0.002880466777
346	0.002873839829
347	0.002863964305
348	0.002863193407
349	0.002858454731
350	0.002852686296
351	0.002843242981
352	0.002837580098
353	0.00283575508
354	0.002830134672
355	0.002823708508
356	0.002821963883
357	0.002815897759
358	0.002813719794
359	0.002807458066
360	0.002802951537
361	0.002793859172
362	0.002788024243
363	0.002777382314
364	0.002771654916
365	0.002766370164
366	0.002760728095
367	0.002754537675
368	0.002748943411
369	0.002742923878
370	0.002737026269
371	0.002731805122
372	0.002728367995
373	0.002723226055
374	0.002718446578
375	0.002713069614
376	0.002707858385
377	0.002702604961
378	0.002700374788
379	0.002699520577
380	0.002690072016
381	0.002689288495
382	0.002683819889
383	0.002679167368
384	0.002673843668
385	0.002668937399
386	0.002667375578
387	0.002662274344
388	0.002657602826
389	0.002652588984
390	0.002649417299
391	0.002640942098
392	0.002636205598
393	0.002631578089
394	0.002627109721
395	0.00262259622
396	0.002621170893
397	0.002616635657
398	0.002612195192
399	0.002607970783
400	0.002599805558
401	0.002595305486
402	0.002590831123
403	0.002589476333
404	0.002585506243
405	0.00257773826
406	0.002573697189
407	0.00256947829
408	0.002565719654
409	0.002558300621
410	0.002554730829
411	0.002550458059
412	0.002546368127
413	0.002528522529
414	0.00252723538
415	0.002521046797
416	0.002518016047
417	0.002505093599
418	0.002501152728
419	0.002484753137
420	0.002479700998
421	0.002469818835
422	0.002461233543
423	0.002458026229
424	0.002451578557
425	0.002447736977
426	0.00244403894
427	0.00243600263
428	0.002432276479
429	0.002428815404
430	0.00242529868
431	0.002418338901
432	0.002409306044
433	0.002393855087
434	0.002391870466
435	0.002387006759
436	0.002383708237
437	0.002372525961
438	0.002369074523
439	0.002363740823
440	0.002356269903
441	0.002350671969
442	0.002347248614
443	0.002333145045
444	0.002329864603
445	0.002322555893
446	0.002318167083
447	0.002310284991
448	0.002299908863
449	0.002293179088
450	0.002290024325
451	0.002287189685
452	0.002273693339
453	0.002270563681
454	0.002267560573
455	0.002262898128
456	0.002255970593
457	0.002251733935
458	0.002248750391
459	0.002246098683
460	0.002244977978
461	0.002239200126
462	0.002232744284
463	0.00223038639
464	0.002224228776
465	0.002220187998
466	0.002216238174
467	0.002211186261
468	0.002204369041
469	0.002198268714
470	0.002192007766
471	0.002186195687
472	0.002183436175
473	0.002171048028
474	0.002168365965
475	0.002159466641
476	0.002155703875
477	0.002154412204
478	0.002151794932
479	0.002148942188
480	0.002145534099
481	0.002139519336
482	0.002136800459
483	0.002135716854
484	0.002129756727
485	0.002121234507
486	0.002119104892
487	0.002115460126
488	0.002113131495
489	0.002108521498
490	0.002102953434
491	0.002102521381
492	0.002098728702
493	0.00209366796
494	0.002088397926
495	0.002085873597
496	0.002083377825
497	0.002071624745
498	0.002067446123
499	0.002059436967
500	0.002054630365
501	0.002051230465
502	0.002049090799
503	0.002044960413
504	0.002039501179
505	0.002036214147
506	0.002031077652
507	0.002026034209
508	0.002025630001
509	0.002023484642
510	0.002016079103
511	0.002011192433
512	0.002009957026
513	0.00200584017
514	0.002004968442
515	0.002001858038
516	0.001994366358
517	0.001992288278
518	0.001987715686
519	0.001984728879
520	0.001979935441
521	0.001977926475
522	0.001976027696
523	0.00197144417
524	0.001967206722
525	0.001961127051
526	0.00195683095
527	0.001956456567
528	0.001953807053
529	0.001951999236
530	0.001944954976
531	0.001938339409
532	0.001934017656
533	0.001931179362
534	0.001928454964
535	0.001924436736
536	0.001921877487
537	0.001915149432
538	0.001910850205
539	0.00190719244
540	0.001905343484
541	0.001904575715
542	0.001898387745
543	0.001897241488
544	0.001891404163
545	0.001887588721
546	0.001880704494
547	0.001878175486
548	0.001873357926
549	0.001869937351
550	0.001865911148
551	0.001860432717
552	0.001856365346
553	0.00185111197
554	0.001845914769
555	0.00184234588
556	0.001841271883
557	0.00183875607
558	0.001833727552
559	0.00182627004
560	0.001825245166
561	0.001824505176
562	0.00182020947
563	0.00181687929
564	0.001815915584
565	0.001812074902
566	0.001809779767
567	0.00180744311
568	0.001804248587
569	0.001797346122
570	0.001794138793
571	0.001792144585
572	0.001791442477
573	0.001789114681
574	0.001788438813
575	0.001783551739
576	0.001781298319
577	0.001781222086
578	0.001780998018
579	0.001780659425
580	0.001780334355
581	0.001776314167
582	0.001773310392
583	0.001771672776
584	0.001767891673
585	0.001767587097
586	0.001762887304
587	0.001758811598
588	0.001758067422
589	0.001754251548
590	0.001752907862
591	0.001748347109
592	0.001748156878
593	0.001745953684
594	0.001742395879
595	0.00173956182
596	0.001737351792
597	0.00173466745
598	0.001734597234
599	0.001732495138
600	0.001728107635
601	0.001724650765
602	0.001721660681
603	0.001717678631
604	0.001716126322
605	0.00171410581
606	0.001708843298
607	0.001706261539
608	0.001703825767
609	0.001702512226
610	0.00170057154
611	0.00169447662
612	0.001693215863
613	0.001691371221
614	0.00168816394
615	0.001684813979
616	0.001675082571
617	0.001674040376
618	0.001669583649
619	0.001663683408
620	0.001659858142
621	0.001655762215
622	0.00165022868
623	0.001648821656
624	0.001644288695
625	0.001643051526
626	0.001640535331
627	0.001635101321
628	0.001629920847
629	0.001626073483
630	0.001625809052
631	0.001624876051
632	0.001621425037
633	0.001618912622
634	0.001615366142
635	0.001611930408
636	0.001611637843
637	0.001607805908
638	0.001605483293
639	0.001605197296
640	0.001603405678
641	0.001603353734
642	0.00160307719
643	0.001600174941
644	0.001596695449
645	0.001592179782
646	0.001588931119
647	0.001585324534
648	0.001582372975
649	0.001577584825
650	0.001577477834
651	0.001577209292
652	0.001572487486
653	0.001569301549
654	0.001565889709
655	0.0015628435
656	0.001558512978
657	0.001553916318
658	0.001553279976
659	0.001551521138
660	0.001550740621
661	0.001546368842
662	0.001546105025
663	0.001544437551
664	0.001544180984
665	0.001543932256
666	0.001543320993
667	0.001543080208
668	0.001540031844
669	0.001536847781
670	0.001533966543
671	0.001529960454
672	0.001529902246
673	0.00152742075
674	0.001525740534
675	0.001520192563
676	0.001517291197
677	0.001516051613
678	0.001514031698
679	0.001511391528
680	0.001511159805
681	0.001510935033
682	0.001509322473
683	0.001509103496
684	0.001506303131
685	0.001505680086
686	0.001503758771
687	0.001499708717
688	0.001499440302
689	0.00149748815
690	0.001496766894
691	0.00149394062
692	0.001491644968
693	0.001488005384
694	0.00148637915
695	0.00148566296
696	0.001485081597
697	0.001484827774
698	0.001483266861
699	0.001480653091
700	0.001479160931
701	0.001478599463
702	0.001473396781
703	0.001470758134
704	0.001467806161
705	0.001467567974
706	0.001465047706
707	0.001462576885
708	0.001461415183
709	0.001459269213
710	0.00145660298
711	0.001456062054
712	0.001454257032
713	0.001452443426
714	0.001448918788
715	0.001448396836
716	0.001446375752
717	0.001446187717
718	0.001446005081
719	0.00144263118
720	0.001441518344
721	0.001439103698
722	0.001436734104
723	0.001435262386
724	0.001435041942
725	0.00143269319
726	0.001429904323
727	0.001427259637
728	0.0014267505
729	0.001426258535
730	0.001424969654
731	0.001424493793
732	0.00142123105
733	0.001418723583
734	0.001417416635
735	0.001415103265
736	0.001412595515
737	0.001410906279
738	0.001408710314
739	0.001408496602
740	0.001408034597
741	0.001406641602
742	0.001405232597
743	0.00140214235
744	0.001400443501
745	0.001400252226
746	0.001400050283
747	0.00139839821
748	0.00139628516
749	0.001393182717
750	0.001392606258
751	0.001391266696
752	0.00138968998
753	0.001386757636
754	0.001385765537
755	0.001382603574
756	0.001381693538
757	0.001380499286
758	0.001375368298
759	0.00137167825
760	0.001369709298
761	0.001366213203
762	0.001362889236
763	0.001361548356
764	0.001359200153
765	0.001356843363
766	0.001356266889
767	0.001354435983
768	0.001351700783
769	0.00135150892
770	0.001349848139
771	0.001348070362
772	0.001345465827
773	0.001343457884
774	0.001341415655
775	0.001336931691
776	0.001335609693
777	0.001333890778
778	0.001331460462
779	0.001329483508
780	0.001327851549
781	0.001326571844
782	0.001326113611
783	0.001321852005
784	0.001319268195
785	0.001315600357
786	0.001314286078
787	0.001311851399
788	0.001310605405
789	0.001309332657
790	0.001308894447
791	0.001305980991
792	0.001304506623
793	0.001303599795
794	0.001303072254
795	0.001301151534
796	0.001299005822
797	0.001294956312
798	0.001293427611
799	0.001292263962
800	0.001291050423
801	0.001288257245
802	0.001284767411
803	0.00127995629
804	0.001277859263
805	0.001277815183
806	0.00127739927
807	0.0012773396
808	0.001276936768
809	0.001275906114
810	0.001269831641
811	0.001268366069
812	0.001262961847
813	0.001262504263
814	0.001259829631
815	0.001256073554
816	0.00125492103
817	0.00125034334
818	0.00124854343
819	0.001247205313
820	0.001245216434
821	0.001244187862
822	0.001241987883
823	0.00123874819
824	0.001237897738
825	0.001236332872
826	0.001233207804
827	0.00123225939
828	0.001230472085
829	0.001230089809
830	0.001224378031
831	0.001223657451
832	0.00122328805
833	0.00122140172
834	0.001220070633
835	0.00121827479
836	0.001214867918
837	0.001210503111
838	0.001208796194
839	0.001206906818
840	0.001202679795
841	0.001202225362
842	0.0011977332
843	0.001196576805
844	0.001192477529
845	0.001191484121
846	0.001190225055
847	0.001188514011
848	0.00118816186
849	0.001187083864
850	0.001184584637
851	0.001180653886
852	0.001178582484
853	0.001176128317
854	0.001172322168
855	0.001171978705
856	0.001171645488
857	0.001170671171
858	0.001169623425
859	0.001168082575
860	0.001164867989
861	0.001163095981
862	0.001162670051
863	0.001162501984
864	0.001160956116
865	0.001157841597
866	0.001155867919
867	0.001152214725
868	0.001148693789
869	0.001146371001
870	0.001141344123
871	0.001138965361
872	0.001137283607
873	0.00113573715
874	0.0011338687
875	0.001133496611
876	0.001131613774
877	0.00113130364
878	0.001129066017
879	0.001128905126
880	0.001128769892
881	0.001126977986
882	0.001124088884
883	0.001122239124
884	0.001120899877
885	0.001119181927
886	0.001114375686
887	0.001111634416
888	0.001110429103
889	0.001108604434
890	0.001106469473
891	0.001104836124
892	0.001103827854
893	0.001101144332
894	0.001097823851
895	0.001095813104
896	0.00109476649
897	0.001094030493
898	0.001093881053
899	0.001091814843
900	0.001090102918
901	0.001088561423
902	0.001087076665
903	0.001085073968
904	0.001082625937
905	0.001079413014
906	0.001077683226
907	0.001075681391
908	0.0010745395
909	0.001073641385
910	0.001072302807
911	0.001071615761
912	0.001069978517
913	0.001068715652
914	0.001068681989
915	0.00106761606
916	0.001065271081
917	0.001064506996
918	0.001062934826
919	0.001061911644
920	0.001058862584
921	0.001057377444
922	0.001057248329
923	0.001056020656
924	0.001055142292
925	0.001053384416
926	0.001052303413
927	0.001051352839
928	0.001050375735
929	0.001049433215
930	0.001043025009
931	0.001036088552
932	0.001034964576
933	0.001033920812
934	0.001032252641
935	0.00103055107
936	0.001029538195
937	0.001028889255
938	0.001028757335
939	0.001027109716
940	0.001026003206
941	0.001024957422
942	0.001018906364
943	0.001014837581
944	0.001012942873
945	0.001011966211
946	0.001011340993
947	0.001009742849
948	0.00100884241
949	0.001007268356
950	0.001005447223
951	0.001004579488
952	0.001003022588
953	0.001000639083
954	0.0009989045208
955	0.0009977708336
956	0.0009918713282
957	0.0009879467441
958	0.0009862780513
959	0.0009822218794
960	0.0009807685613
961	0.0009799398689
962	0.0009771847281
963	0.0009761526679
964	0.0009745726919
965	0.0009736813451
966	0.000972870329
967	0.0009720527277
968	0.0009694335565
969	0.0009658323641
970	0.0009642046986
971	0.0009621674942
972	0.0009613804151
973	0.0009604167939
974	0.0009594258867
975	0.0009586091965
976	0.0009528307578
977	0.0009472419076
978	0.0009467584368
979	0.0009458885698
980	0.0009404587992
981	0.0009370130589
982	0.0009319971836
983	0.0009304304013
984	0.0009283793471
985	0.0009283245898
986	0.0009247532051
987	0.0009199030102
988	0.000915170124
989	0.0009146152274
990	0.0009127822626
991	0.0009109611605
992	0.0009090937237
993	0.0009076592068
994	0.0009071136643
995	0.0009069847335
996	0.000904613897
997	0.0009023921926
998	0.0009006277389
999	0.0008998477525
